"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","minuslog10padj","diffexpressed"
"REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING","IL 2 family signaling","9/410","22/4612",0.0000553127869707887,0.00144034497271934,0.00130654625223631,"STAT1/IL15/CSF2/IL3RA/IL15RA/LGALS9/STAT5A/JAK3/CSF2RB",9,2.84153347887312,"UP"
"REACTOME_THE_NLRP3_INFLAMMASOME","The nlrp3 inflammasome","6/410","10/4612",0.0000733817893785822,0.00183736711097912,0.00166668760491436,"NFKB1/PANX1/CASP1/NFKB2/P2RX7/HMOX1",6,2.73580406179778,"UP"
"REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY","Tnfr2 non canonical nf kb pathway","16/410","64/4612",0.000101535920052514,0.00244814385015506,0.00222072714032984,"TNFRSF4/TNFRSF14/TNFRSF9/TNFSF18/LTB/PSMB8/PSMB9/TNFSF15/BIRC3/NFKB2/PSME1/PSME2/TRAF3/PSMB10/TNFSF9/RELB",16,2.6111630671257,"UP"
"REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES","Sars cov 2 activates modulates innate and adaptive immune responses","16/410","65/4612",0.000123919163434897,0.00288112054986136,0.00261348310853299,"ISG15/IKBKE/IFIH1/STAT1/IRAK2/HLA-F/HLA-A/HLA-E/HLA-C/HLA-B/RIPK2/RIGI/IRF7/STAT2/TRAF3/B2M",16,2.54043856988887,"UP"
"REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS","Tnfs bind their physiological receptors","6/410","11/4612",0.00014937774039289,0.00326446987448996,0.00296122176342286,"TNFRSF4/TNFRSF14/TNFRSF9/TNFSF18/TNFSF15/TNFSF9",6,2.48618733484115,"UP"
"REACTOME_INTEGRIN_CELL_SURFACE_INTERACTIONS","Integrin cell surface interactions","12/410","41/4612",0.000150436399746081,0.00326446987448996,0.00296122176342286,"AGRN/VCAM1/ITGAV/COL8A1/CD47/ITGA1/ITGB8/CD44/COL4A1/COL4A2/ITGAX/ICAM1",12,2.48618733484115,"UP"
"REACTOME_ADAPTIVE_IMMUNE_SYSTEM","Adaptive immune system","53/410","369/4612",0.000209282314839428,0.00439492861162798,0.00398666820458129,"TNFRSF14/KLHL21/FBXO6/RNF19B/VCAM1/CTSS/CTSK/ITGAV/HECW2/MYD88/UBA7/DTX3L/HERC6/HERC5/NFKB1/CTSO/ERAP1/ERAP2/CD74/BTN3A2/BTN2A2/BTN3A1/BTN3A3/BTN2A1/HLA-F/HLA-A/HLA-E/HLA-C/HLA-B/TAP2/PSMB8/PSMB9/TAP1/TAPBP/NFKBIE/RIPK2/CD274/PDCD1LG2/IFITM1/TRIM21/UBE2L6/MAP3K8/PSME1/PSME2/NFKBIA/LGMN/B2M/TRIM69/CTSH/PSMB10/RNF213/RNF114/ICAM1",53,2.35704817493101,"UP"
"REACTOME_SIGNALING_BY_GPCR","Signaling by gpcr","32/410","189/4612",0.000226706814458622,0.00461206675664259,0.00418363562208181,"ARHGEF10L/PLA2G4A/RGS2/CCL20/DGKD/ACKR3/CCRL2/MGLL/CXCL8/CXCL6/CXCL1/CXCL5/CXCL3/CXCL2/CXCL10/CXCL11/F2RL1/HBEGF/EGFR/GAL/ARHGEF40/GPR68/GPR176/CX3CL1/CXCL16/CCL2/CCL5/CCR10/TBXA2R/F2RL3/PTGIR/ADM2",32,2.33610441520395,"UP"
"REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS","Zbp1 dai mediated induction of type I ifns","7/410","16/4612",0.000234660937386597,0.00462922031026288,0.0041991957216549,"MYD88/NFKB1/TLR3/DTX4/NFKB2/NFKBIA/TICAM1",7,2.33449215011918,"UP"
"REACTOME_IMMUNOREGULATORY_INTERACTIONS_BETWEEN_A_LYMPHOID_AND_A_NON_LYMPHOID_CELL","Immunoregulatory interactions between a lymphoid and a non lymphoid cell","9/410","26/4612",0.000251565603809379,0.00481674141411487,0.00436929732932079,"VCAM1/HLA-F/HLA-A/HLA-E/HLA-C/HLA-B/IFITM1/B2M/ICAM1",9,2.31724666807988,"UP"
"REACTOME_MYD88_INDEPENDENT_TLR4_CASCADE","Myd88 independent tlr4 cascade","16/410","73/4612",0.000517983824498695,0.00963449913567572,0.0087395165577073,"IKBKE/IRAK2/TNIP2/NFKB1/TIFA/RIPK2/IRF7/BIRC3/MAP3K8/NFKB2/NFKBIA/TRAF3/N4BP1/NLRC5/TICAM1/USP18",16,2.01617085789138,"UP"
"REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_ZBP1","Rip mediated nfkb activation via zbp1","6/410","14/4612",0.000769785942952838,0.0139202958017305,0.0126271904677352,"MYD88/NFKB1/TLR3/NFKB2/NFKBIA/TICAM1",6,1.85635153601178,"UP"
"REACTOME_LAMININ_INTERACTIONS","Laminin interactions","7/410","19/4612",0.000816326647003276,0.0143629364107874,0.0130287126306924,"LAMC2/LAMB3/ITGAV/ITGA1/COL4A1/COL4A2/NID2",7,1.84275676227808,"UP"
"REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA","Cytosolic sensors of pathogen associated DNA","11/410","43/4612",0.00100458031025494,0.0167687636404094,0.0152110540904999,"MYD88/NFKB1/TLR3/CGAS/TRIM56/IRF7/TRIM21/DTX4/NFKB2/NFKBIA/TICAM1",11,1.77549895671066,"UP"
"REACTOME_TAK1_DEPENDENT_IKK_AND_NF_KAPPA_B_ACTIVATION","Tak1 dependent ikk and nf kappa b activation","9/410","31/4612",0.00108589071152963,0.0176728713301447,0.0160311760307401,"IRAK2/NFKB1/TIFA/RIPK2/NFKB2/NFKBIA/N4BP1/NLRC5/USP18",9,1.75269288447563,"UP"
"REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE","Toll like receptor 9 tlr9 cascade","15/410","71/4612",0.00115352669278533,0.0183157530976403,0.0166143382452522,"IRAK2/MYD88/TNIP2/NFKB1/TIFA/MAP3K1/RIPK2/IRF7/MAP3K8/NFKB2/NFKBIA/N4BP1/NLRC5/TICAM1/USP18",15,1.73717521953695,"UP"
"REACTOME_NICOTINATE_METABOLISM","Nicotinate metabolism","6/410","15/4612",0.00118775716894689,0.0184102361186768,0.0167000444054939,"PTGS2/PARP9/PARP14/BST1/NT5E/PARP10",6,1.734940641459,"UP"
"REACTOME_ISG15_ANTIVIRAL_MECHANISM","Isg15 antiviral mechanism","11/410","45/4612",0.00150669172047537,0.0228106118611503,0.02069165373774,"ISG15/EIF2AK2/STAT1/UBA7/HERC5/RIGI/UBE2L6/IFIT1/USP18/MX2/MX1",11,1.64186306525569,"UP"
"REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES","Antiviral mechanism by ifn stimulated genes","16/410","83/4612",0.0022161337853107,0.0320600687608281,0.0290818959896912,"ISG15/ADAR/EIF2AK2/STAT1/UBA7/HERC5/RIGI/UBE2L6/IFIT1/OAS1/OAS3/OAS2/OASL/USP18/MX2/MX1",16,1.49403555052784,"UP"
"REACTOME_HEMOSTASIS","Hemostasis","41/410","297/4612",0.00245864065209495,0.0347951100981264,0.0315628696985187,"ATP1B1/SELE/PLA2G4A/KIF21B/TGFB2/ITGAV/SERPINE2/DOCK10/DGKD/CD47/MGLL/GUCY1B1/VEGFC/ITGA1/IRF1/CD74/GTPBP2/PDGFA/SERPINE1/CD44/FERMT3/PRCP/MMP1/SRGN/PLAU/KIF21A/P2RX7/P2RX4/ITGAX/SLC7A5/LGALS3BP/SERPINB2/SDC4/TBXA2R/F2RL3/CEACAM1/PLAUR/PTGIR/SERPIND1/RAC2/MAFF",41,1.45848178497919,"UP"
"REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES","Ovarian tumor domain proteases","8/410","29/4612",0.00293198204190315,0.0397650064433115,0.0360710948576243,"IFIH1/TNIP2/TNIP3/TNIP1/TNFAIP3/RIPK2/RIGI/TRAF3",8,1.40049894284044,"UP"
"REACTOME_NON_INTEGRIN_MEMBRANE_ECM_INTERACTIONS","Non integrin membrane ECM interactions","9/410","36/4612",0.00339928685042822,0.0451528880678792,0.040958477170475,"AGRN/LAMC2/LAMB3/ITGAV/PDGFA/DMD/COL4A1/COL4A2/SDC4",9,1.34531446612944,"UP"
