"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENTREZID","diffexpressed","Description","Category","Uniprot.ID","Gifts","GC.Id","Relevance.score","GeneCards.Link"
"11","CCND1","21770.0797749636","1.26440838592394","0.0283846872356745","44.5454401320582","0","0","595","UP","Cyclin D1","Protein Coding","P24385",62,"GC11P069641",23.13951111,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCND1"
"12","CCR7","0.856805549247653","-3.48642090948932","1.32985832937836","-2.62164836093408","0.0087505666056672","0.0222403103147682","1236","DOWN","C-C Motif Chemokine Receptor 7","Protein Coding","P32248",53,"GC17M077631",7.972810268,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CCR7"
"13","CD274","516.46688414338","1.31745321673722","0.0652801319508189","20.1815342182484","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000142261530387748","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000436003877353308","29126","UP","CD274 Molecule","Protein Coding","Q9NZQ7",54,"GC09P005450",13.80941105,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD274"
"14","CD36","12.5003752533021","-3.10215766466803","0.442394231260464","-7.01220189022222","0.00000000000234596343648981","0.000000000013542659280265","948","DOWN","CD36 Molecule (CD36 Blood Group)","Protein Coding","P16671",59,"GC07P080369",8.76325798,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD36"
"15","CD44","7964.28243408021","1.66257170178725","0.0409644422701357","40.585727759299","0","0","960","UP","CD44 Molecule (IN Blood Group)","Protein Coding","P16070",57,"GC11P035139",16.83000565,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CD44"
"16","CDH11","1128.92143015767","1.18204566308315","0.0439482044485528","26.8963357642265","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000242403137214886","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000156297039211314","1009","UP","Cadherin 11","Protein Coding","P55287",55,"GC16M064943",5.515183926,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDH11"
"17","CDK6","873.429146822931","1.31052033835075","0.0513010515479668","25.5456817902729","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000613210530004936","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000336538495292709","1021","UP","Cyclin Dependent Kinase 6","Protein Coding","Q00534",60,"GC07M092604",12.09203911,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CDK6"
"18","CEMIP","31.110174600011","1.76326345893992","0.242636959766044","7.26708519856205","0.000000000000367327148235498","0.00000000000221305932377062","57214","UP","Cell Migration Inducing Hyaluronidase 1","Protein Coding","Q8WUJ3",45,"GC15P080779",7.339316368,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CEMIP"
"19","CLDN1","64.4699995427922","5.18084729066126","0.258022851046081","20.0790250540096","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000112582652952118","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000338450704078604","9076","UP","Claudin 1","Protein Coding","O95832",55,"GC03M190305",10.10890961,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN1"
"20","CLDN10","2.14652970286525","-3.16844338844545","1.0190251490238","-3.1092887074286","0.00187538367135014","0.00533026367098542","9071","DOWN","Claudin 10","Protein Coding","P78369",48,"GC13P095433",5.491168022,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN10"
"21","CLDN12","388.179149141037","1.00705493026724","0.0621249999200915","16.2101397434619","0.0000000000000000000000000000000000000000000000000000000000427595231808973","0.000000000000000000000000000000000000000000000000000000000831889519823575","9069","UP","Claudin 12","Protein Coding","P56749",41,"GC07P090383",5.411253452,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN12"
"22","CLDN14","159.568089211092","2.3069191577016","0.149222404818864","15.4596031373566","0.00000000000000000000000000000000000000000000000000000649977454983346","0.000000000000000000000000000000000000000000000000000114554279015325","23562","UP","Claudin 14","Protein Coding","O95500",50,"GC21M036460",5.545304298,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN14"
"23","CLDN16","1.60542623490488","2.83915636589922","1.22394591527411","2.31967469352057","0.0203584818235208","0.0477669330436734","10686","UP","Claudin 16","Protein Coding","Q9Y5I7",50,"GC03P190290",5.435787678,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN16"
"24","CLDN23","12.0850962584445","2.69317397940899","0.390433371719755","6.89790928358986","0.00000000000527734268949278","0.0000000000298728736218134","137075","UP","Claudin 23","Protein Coding","Q96B33",43,"GC08P008701",6.563321114,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLDN23"
"25","CLU","6727.86182511365","-1.2232294418999","0.0403772053383523","-30.2950496858191","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000133205606469456","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000012044134509857","1191","DOWN","Clusterin","Protein Coding","P10909",56,"GC08M027596",7.239677906,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CLU"
"26","COL4A1","34811.8446292989","1.39257321071551","0.0278410234658717","50.0187506548586","0","0","1282","UP","Collagen Type IV Alpha 1 Chain","Protein Coding","P02462",56,"GC13M110148",8.356235504,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A1"
"27","COL4A2","33943.0971002127","1.25861534864894","0.0261794892730561","48.0763904719983","0","0","1284","UP","Collagen Type IV Alpha 2 Chain","Protein Coding","P08572",55,"GC13P110305",5.789833546,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A2"
"28","CSF3","239.444570215289","5.34640785595325","0.188563900935512","28.353294715629","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000762266598978643","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000582159529750712","1440","UP","Colony Stimulating Factor 3","Protein Coding","P09919",50,"GC17P040015",7.09324789,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CSF3"
"29","CXADR","431.85369936023","-1.45462651818856","0.0746124491901757","-19.4957615515467","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000119266014502852","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000336669698116363","1525","DOWN","CXADR Ig-Like Cell Adhesion Molecule","Protein Coding","P78310",53,"GC21P017513",5.468091965,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXADR"
"30","CXCL1","2958.19123306632","5.14874290345812","0.0855526361006064","60.1821654846895","0","0","2919","UP","C-X-C Motif Chemokine Ligand 1","Protein Coding","P09341",52,"GC04P073869",6.900939465,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL1"
"31","CXCL5","1019.14130846041","7.8622786949134","0.229010637689326","34.3314999435935","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000265995317182217","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000382757529889216","6374","UP","C-X-C Motif Chemokine Ligand 5","Protein Coding","P42830",48,"GC04M073995",5.942178249,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL5"
"32","CXCL8","7531.69583489707","5.46075954837455","0.124260688049149","43.9459947800601","0","0","3576","UP","C-X-C Motif Chemokine Ligand 8","Protein Coding","P10145",53,"GC04P073740",10.736866,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8"
"33","CXCR4","1859.92908893386","-1.31163948686408","0.0545924012684368","-24.0260449511024","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000148621720511861","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000675784967699307","7852","DOWN","C-X-C Motif Chemokine Receptor 4","Protein Coding","P61073",61,"GC02M136114",10.35401917,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCR4"
"34","DLL4","1176.31581220001","-2.55883255306597","0.0612699363642776","-41.7632644149089","0","0","54567","DOWN","Delta Like Canonical Notch Ligand 4","Protein Coding","Q9NR61",56,"GC15P040929",8.149978638,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL4"
"35","DSP","100.212452533605","1.20582095752472","0.343078601530351","3.51470756889524","0.000440238477161345","0.00136269514985973","1832","UP","Desmoplakin","Protein Coding","P15924",59,"GC06P007541",8.993082047,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=DSP"
"36","EGFR","276.61050620702","1.12399943752353","0.079721741400695","14.0990326826169","0.00000000000000000000000000000000000000000000385010908534791","0.0000000000000000000000000000000000000000000591913513388439","1956","UP","Epidermal Growth Factor Receptor","Protein Coding","P00533",63,"GC07P055019",27.51935387,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGFR"
"37","EGR1","329.991431381277","2.41940219814275","0.176666299708227","13.6947578691495","0.00000000000000000000000000000000000000000109123506698306","0.0000000000000000000000000000000000000000159752210581472","1958","UP","Early Growth Response 1","Protein Coding","P18146",53,"GC05P138465",7.642358303,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=EGR1"
"38","FOSL1","1287.85095577259","1.42456031898116","0.0812235181509157","17.5387664978299","0.00000000000000000000000000000000000000000000000000000000000000000000724836837001723","0.000000000000000000000000000000000000000000000000000000000000000000167864813703667","8061","UP","FOS Like 1, AP-1 Transcription Factor Subunit","Protein Coding","P15407",54,"GC11M125414",7.579336166,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOSL1"
"39","FOXF1","181.617650982168","1.65290289868377","0.089405087506754","18.4877946521656","0.000000000000000000000000000000000000000000000000000000000000000000000000000258929281894518","0.00000000000000000000000000000000000000000000000000000000000000000000000000663460599720817","2294","UP","Forkhead Box F1","Protein Coding","Q12946",49,"GC16P086510",6.239365578,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=FOXF1"
"40","FTH1","43367.2402455095","1.55814774896074","0.0260341935509769","59.8500485874383","0","0","2495","UP","Ferritin Heavy Chain 1","Protein Coding","P02794",58,"GC11M061959",5.784012318,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=FTH1"
"41","FZD3","21.5436407840168","-1.01488566310315","0.257993697238498","-3.93376145993582","0.0000836267788704458","0.000284942009033158","7976","DOWN","Frizzled Class Receptor 3","Protein Coding","Q9NPG1",53,"GC08P028494",6.254634857,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=FZD3"
"42","GDF15","2971.87756744499","1.24013261550485","0.0411840216814896","30.1119843296468","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000337642999860756","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000298428357817003","9518","UP","Growth Differentiation Factor 15","Protein Coding","Q99988",52,"GC19P112633",10.10406399,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15"
"43","GREM1","17.5115166385046","3.94294510952801","0.849586149294935","4.64101858628489","0.00000346695936173642","0.0000134699990084982","26585","UP","Gremlin 1, DAN Family BMP Antagonist","Protein Coding","O60565",52,"GC15P156897",9.46946907,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=GREM1"
"44","HBEGF","683.296194794383","1.16131406312499","0.0671181203185142","17.3025415135865","0.000000000000000000000000000000000000000000000000000000000000000000450087692114801","0.0000000000000000000000000000000000000000000000000000000000000000100870080210989","1839","UP","Heparin Binding EGF Like Growth Factor","Protein Coding","Q99075",53,"GC05M140332",8.471229553,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=HBEGF"
"45","HEY2","17.3537600788828","-2.45043438801474","0.45039169856307","-5.44067396409083","0.0000000530793784829183","0.000000235861513832608","23493","DOWN","Hes Related Family BHLH Transcription Factor With YRPW Motif 2","Protein Coding","Q9UBP5",47,"GC06P136340",6.487643242,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=HEY2"
"46","HGF","13.2647036419615","1.20853810132078","0.31341568363448","3.85602305317382","0.000115246624308731","0.000385883241637591","3082","UP","Hepatocyte Growth Factor","Protein Coding","P14210",60,"GC07M081699",10.40009022,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGF"
"47","HMGA2","2308.60754052247","1.19749891021152","0.0458483995682379","26.1186632791672","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002237985607399","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000129764674076189","8091","UP","High Mobility Group AT-Hook 2","Protein Coding","P52926",52,"GC12P065824",15.8444519,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGA2"
"48","HMOX1","6097.76669761565","1.18811417663788","0.0716070632912143","16.5921366137585","0.0000000000000000000000000000000000000000000000000000000000000794431690727394","0.0000000000000000000000000000000000000000000000000000000000016288265394853","3162","UP","Heme Oxygenase 1","Protein Coding","P09601",61,"GC22P035380",6.569767475,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=HMOX1"
"49","HPSE","572.523158409526","1.88329458129279","0.0692369542403802","27.200713866677","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000636981943462353","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000428266008084561","10855","UP","Heparanase","Protein Coding","Q9Y251",53,"GC04M083292",5.380103111,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPSE"
"50","IGF2","705.094551395984","-2.80908201989221","0.0875173942383926","-32.0974138265637","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000479085420647093","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000546180523760906","3481","DOWN","Insulin Like Growth Factor 2","Protein Coding","P01344",58,"GC11M011904",5.312857628,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=IGF2"
"51","IL1A","79.8782752484294","3.420179247997","0.146688844678886","23.3158782829332","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000305984436086592","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131051301401225","3552","UP","Interleukin 1 Alpha","Protein Coding","P01583",54,"GC02M112773",5.440078735,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1A"
"52","IL1B","5.65217168719454","7.05482839101518","0.889737607528891","7.92911115739941","0.00000000000000220719918987142","0.0000000000000147473651420656","3553","UP","Interleukin 1 Beta","Protein Coding","P01584",56,"GC02M112829",12.41050529,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B"
"53","IL6","235.32202465674","3.99957415771338","0.173112842266803","23.1038558742465","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000423467785878334","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000178453862123979","3569","UP","Interleukin 6","Protein Coding","P05231",60,"GC07P022725",15.8444252,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6"
"54","IRS1","40.0800243736162","1.63836558622682","0.207783235278123","7.88497485869747","0.00000000000000314598849151327","0.0000000000000208545456211297","3667","UP","Insulin Receptor Substrate 1","Protein Coding","P35568",56,"GC02M226731",5.249091625,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=IRS1"
"55","ITGAV","8452.14805131363","1.17129914917337","0.0351017124692003","33.3687181273881","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000389923992279108","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000511212016321925","3685","UP","Integrin Subunit Alpha V","Protein Coding","P06756",56,"GC02P186589",5.55506897,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAV"
"56","ITGB4","121.853657439755","-1.70632195309335","0.125759507766183","-13.5681347947529","0.00000000000000000000000000000000000000000618766317188037","0.0000000000000000000000000000000000000000896394494740362","3691","DOWN","Integrin Subunit Beta 4","Protein Coding","P16144",58,"GC17P075721",6.373535156,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB4"
"57","JAG1","2664.7974191641","2.28225411728093","0.0599068402832056","38.0967199487024","0","0","182","UP","Jagged Canonical Notch Ligand 1","Protein Coding","P78504",59,"GC20M010637",12.39995003,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAG1"
"58","JUNB","1335.16085272854","1.84544329004471","0.0522683655353417","35.3070785960755","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000457293615508448","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000709978423183149","3726","UP","JunB Proto-Oncogene, AP-1 Transcription Factor Subunit","Protein Coding","P17275",49,"GC19P012791",6.930695057,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=JUNB"
"59","KIT","1910.39409195064","-1.5640038679207","0.110207184590314","-14.1914873674956","0.00000000000000000000000000000000000000000000103441243441781","0.0000000000000000000000000000000000000000000159863124032913","3815","DOWN","KIT Proto-Oncogene, Receptor Tyrosine Kinase","Protein Coding","P10721",62,"GC04P054657",9.140636444,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIT"
"60","KLF4","90.1302374842287","2.50482487769334","0.150828170978925","16.6071421634049","0.0000000000000000000000000000000000000000000000000000000000000618713776066582","0.00000000000000000000000000000000000000000000000000000000000127186641127137","9314","UP","KLF Transcription Factor 4","Protein Coding","O43474",55,"GC09M107484",12.66979027,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=KLF4"
"61","KRT18","2453.37753976488","-1.12862093437949","0.0327039384771666","-34.5102451549519","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000056311486523501","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000820305413869198","3875","DOWN","Keratin 18","Protein Coding","P05783",58,"GC12P052948",12.06545734,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT18"
"62","LAMC2","10809.1715470033","4.92917735781302","0.0750157559214103","65.7085607852441","0","0","3918","UP","Laminin Subunit Gamma 2","Protein Coding","Q13753",55,"GC01P183186",6.127173424,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=LAMC2"
"63","LCN2","0.656747248350506","4.68897608434821","2.01797199077454","2.32360811041212","0.0201465073535151","0.0473307543091691","3934","UP","Lipocalin 2","Protein Coding","P80188",54,"GC09P128149",7.98129034,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=LCN2"
"64","LIAT1","14.3326551368804","-1.0611388077014","0.300883114502364","-3.52674761910928","0.000420697571980467","0.00130649322294605","400566","DOWN","Ligand Of ATE1","Protein Coding","Q6ZQX7",39,"GC17P000410",5.280012131,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=LIAT1"
"65","LRP5","2811.65312432072","-1.27211716135158","0.0394454038664982","-32.2500731810739","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035096638692865","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000410022562630159","4041","DOWN","LDL Receptor Related Protein 5","Protein Coding","O75197",58,"GC11P068298",6.746496201,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP5"
"66","MAP2K6","68.0105503760382","-3.0246938202661","0.218733997487294","-13.8281833414661","0.000000000000000000000000000000000000000000172317524006813","0.00000000000000000000000000000000000000000257374762597265","5608","DOWN","Mitogen-Activated Protein Kinase Kinase 6","Protein Coding","P52564",55,"GC17P069414",6.514429092,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP2K6"
"67","MCAM","62378.7163251513","1.00334952102822","0.0170676676678148","58.7865630240903","0","0","4162","UP","Melanoma Cell Adhesion Molecule","Protein Coding","P43121",50,"GC11M119308",5.225210667,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MCAM"
"68","MMP1","711.161239562398","2.98304293924015","0.105128402473661","28.3752332295501","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000408811846274671","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000313232167540129","4312","UP","Matrix Metallopeptidase 1","Protein Coding","P03956",59,"GC11M126178",8.911683083,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP1"
"69","MMP10","1350.31456340008","4.8380706420403","0.0949082047075748","50.9763160829674","0","0","4319","UP","Matrix Metallopeptidase 10","Protein Coding","P09238",52,"GC11M102770",5.233186245,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP10"
"70","MMP7","59.7362619090604","1.78378790394389","0.161466504101871","11.0474176292222","0.000000000000000000000000000225611468636702","0.00000000000000000000000000231890463778638","4316","UP","Matrix Metallopeptidase 7","Protein Coding","P09237",56,"GC11M126171",6.013428688,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP7"
"71","MMP9","14.1292977643233","6.25638427709842","0.753015052050898","8.30844517657203","0.0000000000000000969641564455211","0.00000000000000068245067937902","4318","UP","Matrix Metallopeptidase 9","Protein Coding","P14780",62,"GC20P046008",20.41166306,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"72","MST1R","20.1841076598359","1.32995926874168","0.243392983588926","5.46424654125564","0.0000000464877073026368","0.000000207934686246195","4486","UP","Macrophage Stimulating 1 Receptor","Protein Coding","Q04912",58,"GC03M053764",7.970090866,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MST1R"
"73","MSX1","155.981411993196","1.86039052945191","0.109367288163837","17.0104842196047","0.000000000000000000000000000000000000000000000000000000000000000068667886043193","0.00000000000000000000000000000000000000000000000000000000000000146916903239648","4487","UP","Msh Homeobox 1","Protein Coding","P28360",54,"GC04P004861",7.558240891,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSX1"
"74","MUC4","3.88669993137346","2.0664340293168","0.707104997377777","2.922386402274","0.00347360306312587","0.00945485105959717","4585","UP","Mucin 4, Cell Surface Associated","Protein Coding","Q99102",48,"GC03M195746",5.58412981,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC4"
