"","symbol","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ENTREZID","diffexpressed","Description","Category","Uniprot.ID","Gifts","GC.Id","Relevance.score","GeneCards.Link"
"16","COL4A2","33943.0971002127","1.8770133595559","0.0261272219909465","71.8412910567496","0","0","1284","UP","Collagen Type IV Alpha 2 Chain","Protein Coding","P08572",55,"GC13P110305",6.50639534,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=COL4A2"
"17","CXCL10","220.524943662102","7.7744084121081","0.576279597113841","13.4906882892338","0.0000000000000000000000000000000000000000177436297386247","0.000000000000000000000000000000000000000186351543480999","3627","UP","C-X-C Motif Chemokine Ligand 10","Protein Coding","P02778",53,"GC04M076021",6.061546326,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL10"
"18","CXCL8","7531.69583489707","5.67972009205119","0.124252932413014","45.7109541139194","0","0","3576","UP","C-X-C Motif Chemokine Ligand 8","Protein Coding","P10145",53,"GC04P073740",13.02593422,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=CXCL8"
"19","DLL4","1176.31581220001","-3.15023837679594","0.0664747558661504","-47.3899954313344","0","0","54567","DOWN","Delta Like Canonical Notch Ligand 4","Protein Coding","Q9NR61",56,"GC15P040929",11.63323593,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=DLL4"
"20","ETS1","7889.18746935195","1.16853129573977","0.0264814612256521","44.126390374857","0","0","2113","UP","ETS Proto-Oncogene 1, Transcription Factor","Protein Coding","P14921",56,"GC11M128458",9.261713982,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETS1"
"21","F2RL1","1598.94186274127","2.96489814237228","0.0808970486902051","36.6502633949768","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000453197952311062","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000365017695446715","2150","UP","F2R Like Trypsin Receptor 1","Protein Coding","P55085",53,"GC05P076818",5.15542841,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=F2RL1"
"22","F3","34.2980133096578","2.75968085598357","0.222311260389488","12.4135900770326","0.0000000000000000000000000000000000220537685580458","0.000000000000000000000000000000000204337214056271","2152","UP","Coagulation Factor III, Tissue Factor","Protein Coding","P13726",54,"GC01M094873",8.129463196,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=F3"
"23","FGF2","244.167936546236","-1.14963476973012","0.0949150655267337","-12.1122475483759","0.000000000000000000000000000000000909668842851845","0.00000000000000000000000000000000815625950701394","2247","DOWN","Fibroblast Growth Factor 2","Protein Coding","P09038",54,"GC04P122826",25.39114952,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF2"
"24","FGFR3","30.7216109431065","1.3262590094505","0.209072313539299","6.34354203576172","0.000000000224541666886032","0.000000000941869675940895","2261","UP","Fibroblast Growth Factor Receptor 3","Protein Coding","P22607",63,"GC04P003985",7.168379784,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGFR3"
"25","FLT1","3497.75974593194","1.17509705461917","0.0319473977111486","36.782246405287","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000035495392138282","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000291866118143316","2321","UP","Fms Related Receptor Tyrosine Kinase 1","Protein Coding","P17948",59,"GC13M028300",22.71863556,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=FLT1"
"26","HGF","13.2647036419615","1.32096621375209","0.311596579476429","4.23934760763961","0.0000224170310842551","0.0000682429716921227","3082","UP","Hepatocyte Growth Factor","Protein Coding","P14210",60,"GC07M081699",12.14785671,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=HGF"
"27","HPSE","572.523158409526","1.68133258765802","0.0695583938452919","24.1715268957698","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000443465465615142","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000131144630614683","10855","UP","Heparanase","Protein Coding","Q9Y251",53,"GC04M083292",9.578276634,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=HPSE"
"28","ICAM1","7279.30129397316","6.02766632926507","0.0906711075547825","66.4783577902499","0","0","3383","UP","Intercellular Adhesion Molecule 1","Protein Coding","P05362",59,"GC19P112296",5.930800915,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=ICAM1"
"29","IL1B","5.65217168719454","6.40300911539824","0.894044645878441","7.16184493125283","0.00000000000079598434409263","0.00000000000379560204813942","3553","UP","Interleukin 1 Beta","Protein Coding","P01584",56,"GC02M112829",7.839837551,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1B"
"30","IL6","235.32202465674","3.59970618692138","0.173494231531099","20.7482759233763","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000127066811768343","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000278944157294988","3569","UP","Interleukin 6","Protein Coding","P05231",60,"GC07P022725",12.21117973,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=IL6"
"31","ITGA5","31817.1914321618","1.15004355350454","0.0168626085938882","68.2008093291906","0","0","3678","UP","Integrin Subunit Alpha 5","Protein Coding","P08648",56,"GC12M055919",8.385038376,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGA5"
"32","ITGAV","8452.14805131363","2.80259920878287","0.0347189518233466","80.7224602586728","0","0","3685","UP","Integrin Subunit Alpha V","Protein Coding","P06756",56,"GC02P186589",10.73748589,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGAV"
"33","ITGB3","1326.1755664313","1.29153426482941","0.0422335804922012","30.5807428538506","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000220736391503159","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000112752339893572","3690","UP","Integrin Subunit Beta 3","Protein Coding","P05106",61,"GC17P112532",10.63987446,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=ITGB3"
"34","JAG1","2664.7974191641","3.17658756001602","0.0596291693639903","53.2723764878459","0","0","182","UP","Jagged Canonical Notch Ligand 1","Protein Coding","P78504",59,"GC20M010637",8.513780594,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=JAG1"
"35","KDR","12117.7151482895","-1.63818174636857","0.0284156655743387","-57.6506554837823","0","0","3791","DOWN","Kinase Insert Domain Receptor","Protein Coding","P35968",62,"GC04M055078",31.83763504,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=KDR"
"36","KIT","1910.39409195064","-1.58853755619695","0.110256705344738","-14.4076276470451","0.0000000000000000000000000000000000000000000000463354533299981","0.000000000000000000000000000000000000000000000539985364510926","3815","DOWN","KIT Proto-Oncogene, Receptor Tyrosine Kinase","Protein Coding","P10721",62,"GC04P054657",7.904899597,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=KIT"
"37","LRP5","2811.65312432072","-1.95256610459658","0.041225046243836","-47.3635879762908","0","0","4041","DOWN","LDL Receptor Related Protein 5","Protein Coding","O75197",58,"GC11P068298",5.255670071,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=LRP5"
"38","MIR126","276.848449888477","-1.88262756311023","0.0880436352222904","-21.3828922256222","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000192802591786232","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000450489936986465","406913","DOWN","MicroRNA 126","RNA Gene","",29,"GC09P136670",6.733219624,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MIR126"
"39","MMP1","711.161239562398","1.94487329316259","0.1058812795765","18.3684339756908","0.0000000000000000000000000000000000000000000000000000000000000000000000000023509780086193","0.0000000000000000000000000000000000000000000000000000000000000000000000000407646804007397","4312","UP","Matrix Metallopeptidase 1","Protein Coding","P03956",59,"GC11M126178",5.948407173,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP1"
"40","MMP14","25416.4544596857","1.31381145251341","0.0289215389283036","45.4267477180363","0","0","4323","UP","Matrix Metallopeptidase 14","Protein Coding","P50281",59,"GC14P045941",7.966657639,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP14"
"41","MMP7","59.7362619090604","2.7869395593127","0.156136932082618","17.8493295733391","0.000000000000000000000000000000000000000000000000000000000000000000000029252697617853","0.000000000000000000000000000000000000000000000000000000000000000000000481069276016524","4316","UP","Matrix Metallopeptidase 7","Protein Coding","P09237",56,"GC11M126171",6.170110703,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP7"
"42","MMP9","14.1292977643233","6.25314922143578","0.75305459118297","8.30371303043613","0.000000000000000100907197519013","0.000000000000000558599332453949","4318","UP","Matrix Metallopeptidase 9","Protein Coding","P14780",62,"GC20P046008",16.60012245,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=MMP9"
"43","NDP","3.36869029331528","-3.8142310212872","0.945624453846602","-4.033557937056","0.0000549386272410545","0.000161678097551022","4693","DOWN","Norrin Cystine Knot Growth Factor NDP","Protein Coding","Q00604",51,"GC0XM043948",6.882832527,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDP"
"44","NFKB1","1676.63202644075","1.85477034439485","0.0420124345248437","44.1481281761485","0","0","4790","UP","Nuclear Factor Kappa B Subunit 1","Protein Coding","P19838",61,"GC04P102501",8.461478233,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=NFKB1"
"45","NOS3","1503.54199741475","-2.27826964066077","0.0438794758198056","-51.9210769521644","0","0","4846","DOWN","Nitric Oxide Synthase 3","Protein Coding","P29474",59,"GC07P158097",13.50579357,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=NOS3"
"46","PDGFA","924.79433312011","2.69603360000189","0.0560771846153954","48.0771925069456","0","0","5154","UP","Platelet Derived Growth Factor Subunit A","Protein Coding","P04085",53,"GC07M000497",5.343048096,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFA"
"47","PDGFB","5194.67020570658","1.91712593927232","0.0292282895038069","65.5914517003337","0","0","5155","UP","Platelet Derived Growth Factor Subunit B","Protein Coding","P01127",60,"GC22M077951",10.09402847,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFB"
"48","PDGFRA","44.0696317908404","4.59798529462748","0.277887097543278","16.546235270644","0.000000000000000000000000000000000000000000000000000000000000170432659957674","0.00000000000000000000000000000000000000000000000000000000000247967961919922","5156","UP","Platelet Derived Growth Factor Receptor Alpha","Protein Coding","P16234",62,"GC04P054229",7.61258173,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRA"
"49","PDGFRB","5.06145745512725","3.41838195762986","0.662580284344165","5.1591966111902","0.00000024801175979772","0.000000876959772170572","5159","UP","Platelet Derived Growth Factor Receptor Beta","Protein Coding","P09619",62,"GC05M150113",10.74370003,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDGFRB"
"50","PECAM1","50497.4760604184","-1.18141020872689","0.0402752923008065","-29.333373918263","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000038942214316204","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000177412609198475","5175","DOWN","Platelet And Endothelial Cell Adhesion Molecule 1","Protein Coding","P16284",50,"GC17M064319",11.92527294,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=PECAM1"
"51","PGF","14083.7217188382","-1.20677124553864","0.0373684707262982","-32.2938354736944","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000853740585599011","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000503685601988776","5228","DOWN","Placental Growth Factor","Protein Coding","P49763",53,"GC14M074941",11.43707371,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=PGF"
"52","PIK3CG","258.624972029681","-1.43455156299924","0.0902917863009109","-15.8879519585357","0.00000000000000000000000000000000000000000000000000000000767958948864958","0.000000000000000000000000000000000000000000000000000000104636623754412","5294","DOWN","Phosphatidylinositol-4,5-Bisphosphate 3-Kinase Catalytic Subunit Gamma","Protein Coding","P48736",58,"GC07P106865",7.471361637,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=PIK3CG"
"53","PLAU","1756.02017138426","2.03733187143554","0.0458198445843979","44.4639629382171","0","0","5328","UP","Plasminogen Activator, Urokinase","Protein Coding","P00749",60,"GC10P073909",7.15847683,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLAU"
"54","PTGS2","1376.37040473137","6.58446953286207","0.125947815281419","52.2793469513519","0","0","5743","UP","Prostaglandin-Endoperoxide Synthase 2","Protein Coding","P35354",58,"GC01M186671",13.98256302,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGS2"
"55","RHOJ","4627.47541024569","-1.26888827089644","0.0448603304921024","-28.2853081325342","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000523972171432139","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000220413890795491","57381","DOWN","Ras Homolog Family Member J","Protein Coding","Q9H4E5",44,"GC14P063204",5.373836517,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=RHOJ"
"56","SELE","4330.66107683291","7.31612014148023","0.133991341866585","54.6014394628935","0","0","6401","UP","Selectin E","Protein Coding","P16581",53,"GC01M169722",5.049562454,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=SELE"
"57","SERPINE1","132950.208966544","2.61200064769956","0.0267637399148004","97.5947552925936","0","0","5054","UP","Serpin Family E Member 1","Protein Coding","P05121",59,"GC07P101127",6.961087227,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINE1"
"58","TGFB2","85.5529358031596","3.61197302985616","0.154530435586305","23.3738617001366","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000788418665894605","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000215595505173196","7042","UP","Transforming Growth Factor Beta 2","Protein Coding","P61812",60,"GC01P218345",10.62831402,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFB2"
"59","TGFBR1","462.683399382226","1.5172616345771","0.0555273525386061","27.324580863498","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000216556788395415","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000844714652784033","7046","UP","Transforming Growth Factor Beta Receptor 1","Protein Coding","P36897",62,"GC09P100712",9.211829185,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=TGFBR1"
"60","THBS2","3.99427898842686","1.31265131660691","0.550061011752843","2.38637403589825","0.0170154353161924","0.0365076150583529","7058","UP","Thrombospondin 2","Protein Coding","P35442",55,"GC06M169215",6.532683372,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=THBS2"
"61","TIMP3","18.2114735750118","-1.46770953177834","0.303386791572492","-4.83775026648661","0.00000131316987444678","0.00000440066683713002","7078","DOWN","TIMP Metallopeptidase Inhibitor 3","Protein Coding","P35625",52,"GC22P070427",9.055661201,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMP3"
"62","TNC","19.7766907122694","2.13144598821282","0.25018148323293","8.51959929515787","0.0000000000000000160106290951936","0.0000000000000000914854324497516","3371","UP","Tenascin C","Protein Coding","P24821",58,"GC09M115019",6.766432762,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNC"
"63","TNF","5.58042390583458","5.09973187816318","0.927303423872376","5.49952879162997","0.0000000380807525840905","0.000000141902365424278","7124","UP","Tumor Necrosis Factor","Protein Coding","P01375",61,"GC06P134820",10.49346066,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=TNF"
"64","TYMP","419.891564286551","3.83462616467611","0.18187601544089","21.0837374866637","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000112166643237457","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000256494245519453","1890","UP","Thymidine Phosphorylase","Protein Coding","P19971",56,"GC22M050525",13.54713917,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYMP"
"65","UNC5B","241.878510902364","1.40437760399528","0.0766842242403911","18.3137746766898","0.00000000000000000000000000000000000000000000000000000000000000000000000000642570283632897","0.000000000000000000000000000000000000000000000000000000000000000000000000111010366935964","219699","UP","Unc-5 Netrin Receptor B","Protein Coding","Q8IZJ1",44,"GC10P071212",5.527231216,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=UNC5B"
"66","VASH1","4709.88264230235","-2.68974161586541","0.0867847802514642","-30.9932410737426","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000066482898065846","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000352568519428292","22846","DOWN","Vasohibin 1","Protein Coding","Q7L8A9",44,"GC14P076761",9.979281425,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=VASH1"
"67","VASH2","15.5175570879611","2.29826318723724","0.299973295041101","7.66155929621117","0.0000000000000183689032229745","0.0000000000000937676286305375","79805","UP","Vasohibin 2","Protein Coding","Q86V25",42,"GC01P212950",6.38914156,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=VASH2"
"68","VCAM1","915.017236801151","7.23546496420803","0.129961048938169","55.6741040744479","0","0","7412","UP","Vascular Cell Adhesion Molecule 1","Protein Coding","P19320",55,"GC01P100719",5.18702507,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=VCAM1"
"69","VEGFA","523.847778020675","2.55769060428043","0.062717690822493","40.7810072523133","0","0","7422","UP","Vascular Endothelial Growth Factor A","Protein Coding","P15692",57,"GC06P043770",53.46389389,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFA"
"70","VEGFC","535.068138894635","2.75454411101399","0.0858540695381189","32.08402497206","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000736532452597362","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000427062146163271","7424","UP","Vascular Endothelial Growth Factor C","Protein Coding","P49767",55,"GC04M176683",16.10963821,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=VEGFC"
"71","VWF","55937.4506071133","-1.49050768457567","0.0603547976563905","-24.6957614382435","0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000118771343607649","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000366390187947309","7450","DOWN","Von Willebrand Factor","Protein Coding","P04275",56,"GC12M029229",9.260365486,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=VWF"
"72","WARS1","5011.29382999724","1.11583734867472","0.0438953475439532","25.4204012750421","0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000150049902276793","0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000491809394976396","7453","UP","Tryptophanyl-TRNA Synthetase 1","Protein Coding","P23381",54,"GC14M119835",5.400617599,"https://www.genecards.org/cgi-bin/carddisp.pl?gene=WARS1"
